:mode=ask
:IOAccess;Application;Topic;AdviseActive;DDEProtocol
"plc9";"finsgtwy";"plc9";Yes;No
"plc8";"finsgtwy";"plc8";Yes;No
"plc1";"finsgtwy";"plc1";Yes;No
"plc6";"finsgtwy";"plc6";Yes;No
"plc5";"finsgtwy";"plc5";Yes;No
"plc4";"finsgtwy";"plc4";Yes;No
"plc3";"finsgtwy";"plc3";Yes;No
"plc2";"finsgtwy";"plc2";Yes;No
"MODBUS_STATUS";"VIEW";"IOSTATUS";Yes;No
"INT";"modbus";"INT";Yes;Yes
"plc7";"finsgtwy";"plc7";Yes;No
"INTOUCH";"finsgtwy";"INTOUCH";Yes;No
:MemoryDisc;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;InitialDisc;OffMsg;OnMsg;AlarmState;AlarmPri;AlarmComment;AlarmAckModel;DSCAlarmDisable;DSCAlarmInhibitor
"G172Err\Wrn1000";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G172Err\Err4";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Гр 172: Нажата кнопка экстренного останова";0;0;""
"G172Err\Err7";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G172Err\Err8";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G188Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Гр 188: Отключена защитная автоматика";0;0;""
"G188Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Гр 188: Нажата кнопка СТОП на лок. пульте";0;0;""
"G188Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Гр 188: Идет задержка перед перезапуском";0;0;""
"G188Err\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Гр 188: Нештатная ситуация";0;0;""
"G188Err\Err19";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Гр 188: Действует внешняя блокировка";0;0;""
"G188Err\Wrn10";"$System";"";No;No;0;No;Off;"";"";On;251;"";0;0;""
"G188Err\Wrn1";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G188Err\Wrn100";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G188Err\Wrn1000";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G188Err\Err4";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Гр 188: Нажата кнопка экстренного останова";0;0;""
"G188Err\Err7";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"G188Err\Err8";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Err1";"$System";"срабатывание автомата защиты оборудования";No;No;0;No;Off;"";"";On;1;"Ст 184: Cрабатывание автомата защиты";0;0;""
"St184Err\Err2";"$System";"пропал сигнал ""в работе"" с оборудования";No;No;0;No;Off;"";"";On;1;"Ст 184: Пропадание сигнала ""в работе""";0;0;""
"St184Err\Err3";"$System";"превышено время ожидания сигнала с оборудования";No;No;0;No;Off;"";"";On;1;"Ст 184: Превышено время ожидания запуска";0;0;""
"St184Err\Err18";"$System";"во время работы нажата кнопка аварийного останова";No;No;0;No;Off;"";"";On;1;"Ст 184: Аварийный останов с локального пульта";0;0;""
"St184Err\Err19";"$System";"невыключение привода";No;No;0;No;Off;"";"";On;1;"Ст 184: Превышено время ожидания останова";0;0;""
"St184Err\Wrn10";"$System";"";No;No;0;No;Off;"";"";On;251;"";0;0;""
"St184Err\Wrn1";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Wrn100";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Wrn1000";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Err4";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Err7";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St184Err\Err8";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Err1";"$System";"срабатывание автомата защиты оборудования";No;No;0;No;Off;"";"";On;1;"Ст 185: Cрабатывание автомата защиты";0;0;""
"St185Err\Err2";"$System";"пропал сигнал ""в работе"" с оборудования";No;No;0;No;Off;"";"";On;1;"Ст 185: Пропадание сигнала ""в работе""";0;0;""
"St185Err\Err3";"$System";"превышено время ожидания сигнала с оборудования";No;No;0;No;Off;"";"";On;1;"Ст 185: Превышено время ожидания запуска";0;0;""
"St185Err\Err18";"$System";"во время работы нажата кнопка аварийного останова";No;No;0;No;Off;"";"";On;1;"Ст 185: Аварийный останов с локального пульта";0;0;""
"St185Err\Err19";"$System";"невыключение привода";No;No;0;No;Off;"";"";On;1;"Ст 185: Превышено время ожидания останова";0;0;""
"St185Err\Wrn10";"$System";"";No;No;0;No;Off;"";"";On;251;"";0;0;""
"St185Err\Wrn1";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Wrn100";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Wrn1000";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Err4";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Err7";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"St185Err\Err8";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"K195Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Кп 195: Отключена защитная автоматика";0;0;""
"K195Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Кп 195: Нажата кнопка СТОП на лок. пульте";0;0;""
"K195Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Кп 195: Идет задержка перед перезапуском";0;0;""
"K195Err\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Кп 195: Нештатная ситуация";0;0;""
"K195Err\Err19";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Кп 195: Действует внешняя блокировка";0;0;""
"K195Err\Wrn10";"$System";"";No;No;0;No;Off;"";"";On;251;"";0;0;""
"K195Err\Wrn1";"$System";"";No;No;0;No;Off;"";"";On;1;"";0;0;""
"K195Err\Wrn100";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"K195Err\Wrn1000";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"K195Err\Err4";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Кп 195: Нажата кнопка экстренного останова";0;0;""
"K195Err\Err7";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"K195Err\Err8";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"N164\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"N164\IErr";"$System";"";No;No;0;No;Off;"";"";On;100;"Н 164: Нет сигнала с датчика тока";0;0;""
"N183\HIsShown";"$System";"";No;No;0;No;On;"";"";None;1;"";0;0;""
"N183\IErr";"$System";"";No;No;0;No;Off;"";"";On;100;"Н 183: Нет сигнала с датчика тока";0;0;""
"N190\HIsShown";"$System";"";No;No;0;No;On;"";"";None;1;"";0;0;""
"N190\IErr";"$System";"";No;No;0;No;Off;"";"";On;100;"Н 190: Нет сигнала с датчика тока";0;0;""
"N164Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Н 164: Отключена защитная автоматика";0;0;""
"N164Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Н 164: Нажата кнопка СТОП на лок. пульте";0;0;""
"N164Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Н 164: Идет задержка перед перезапуском";0;0;""
"N164Err\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Н 164: Нештатная ситуация";0;0;""
"N164Err\Err19";"$System";"Невыключение привода";No;No;0;No;Off;"";"";On;1;"Н 164: Действует внешняя блокировка";0;0;""
"N164Err\Wrn10";"$System";"Сработали блокировки на обор. под нагрузкой";No;No;0;No;Off;"";"";On;251;"Н 164: сработали блокировки на обор. под нагрузкой";0;0;""
"N164Err\Wrn1";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;251;"Н 164: Нажата кнопка экстренного останова";0;0;""
"N164Err\Wrn100";"$System";"Допустимое превышение момента";No;No;0;No;Off;"";"";On;251;"????допустимое превышение момента???????";0;0;""
"N164Err\Wrn1000";"$System";"Не появилось давл. масла при вкл. насоса";No;No;0;No;Off;"";"";On;251;"";0;0;""
"N183Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Н 183: Отключена защитная автоматика";0;0;""
"N183Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Н 183: Нажата кнопка СТОП на лок. пульте";0;0;""
"N183Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Н 183: Идет задержка перед перезапуском";0;0;""
"N183Err\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Н 183: Нештатная ситуация";0;0;""
"N183Err\Err19";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Н 183: Действует внешняя блокировка";0;0;""
"N183Err\Wrn10";"$System";"Сработали блокировки на обор. под нагрузкой";No;No;0;No;Off;"";"";On;251;"Н 183: сработали блокировки на обор. под нагрузкой";0;0;""
"N183Err\Wrn1";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Н 183: Нажата кнопка экстренного останова";0;0;""
"N183Err\Wrn100";"$System";"Допустимое превышение момента";No;No;0;No;Off;"";"";On;251;"????допустимое превышение момента???????";0;0;""
"N183Err\Wrn1000";"$System";"Не появилось давл. масла при вкл. насоса";No;No;0;No;Off;"";"";On;251;"";0;0;""
"N190Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Н 190: Отключена защитная автоматика";0;0;""
"N190Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Н 190: Нажата кнопка СТОП на лок. пульте";0;0;""
"N190Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Н 190: Идет задержка перед перезапуском";0;0;""
"N190Err\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Н 190: Нештатная ситуация";0;0;""
"N190Err\Err19";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Н 190: Действует внешняя блокировка";0;0;""
"N190Err\Wrn10";"$System";"Сработали блокировки на обор. под нагрузкой";No;No;0;No;Off;"";"";On;251;"Н 190: сработали блокировки на обор. под нагрузкой";0;0;""
"N190Err\Wrn1";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Н 190: Нажата кнопка экстренного останова";0;0;""
"N190Err\Wrn100";"$System";"Допустимое превышение момента";No;No;0;No;Off;"";"";On;251;"????допустимое превышение момента???????";0;0;""
"N190Err\Wrn1000";"$System";"Не появилось давл. масла при вкл. насоса";No;No;0;No;Off;"";"";On;251;"";0;0;""
"S200\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"S200\TErr";"$System";"";No;No;0;No;Off;"";"";On;100;"Сг 200: Нет сигнала с датчика момента";0;0;""
"S200\LiftPosErr";"$System";"";No;No;0;No;Off;"";"";On;1;"Сг 200: Нет сигнала с датчика высоты";0;0;""
"S200Err\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Сг 200: Отключена защитная автоматика";0;0;""
"S200Err\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Сг 200: Нажата кнопка СТОП на лок. пульте";1;0;""
"S200Err\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Сг 200: Идет задержка перед перезапуском";0;0;""
"S200Err\Err18";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Сг 200: Действует внешняя блокировка";0;0;""
"S200Err\Err19";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Сг 200: Нажата кнопка экстренного останова";0;0;""
"S200Err\Wrn10";"$System";"Сработали блокировки на обор. под нагрузкой";No;No;0;No;Off;"";"";On;251;"Сг 200: сработали блокировки на обор. под нагрузкой";0;0;""
"S200Err\Wrn1";"$System";"Работа эл. двигателя с превышением тока";No;No;0;No;Off;"";"";On;251;"Сг 200: работа эл. двигателя с превышением тока";0;0;""
"S200Err\Wrn100";"$System";"Допустимое превышение момента";No;No;0;No;Off;"";"";On;251;"Допустимое превышение момента";0;0;""
"S200Err\Wrn1000";"$System";"Не появилось давл. масла при вкл. насоса";No;No;0;No;Off;"";"";On;1;"";0;0;""
"S200Err\Err15";"$System";"Сигнал превышения момента";No;No;0;No;Off;"";"";On;1;"Сг 200: Сигнал превышения момента";0;0;""
"C174\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"C175\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"C186\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"C187\HIsShown";"$System";"";No;No;0;No;Off;"";"";None;1;"";0;0;""
"C174AErr\Err1";"$System";"Отключена защитная автоматика";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Отключена защитная автоматика";0;0;""
"C174AErr\Err2";"$System";"Нажата кнопка СТОП на лок. пульте";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Нажата кнопка СТОП на лок. пульте";0;0;""
"C174AErr\Err3";"$System";"Идет задержка перед перезапуском";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Идет задержка перед перезапуском";0;0;""
"C174AErr\Err18";"$System";"Нештатная ситуация";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Нештатная ситуация";0;0;""
"C174AErr\Err19";"$System";"Действует внешняя блокировка";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Действует внешняя блокировка";0;0;""
"C174AErr\Wrn10";"$System";"сработали блокировки на обор. под нагрузкой";No;No;0;No;Off;"";"";On;251;"";0;0;""
"C174AErr\Wrn1";"$System";"работа эл. двигателя с превышением тока";No;No;0;No;Off;"";"";On;251;"работа эл. двигателя с превышением тока ";0;0;""
"C174AErr\Wrn100";"$System";"допустимое превышение момента";No;No;0;No;Off;"";"";On;251;"";0;0;""
"C174AErr\Wrn1000";"$System";"не появилось давл. масла при вкл. насос";No;No;0;No;Off;"";"";On;200;"Цн 174(Мн): Маслонасос не создает давления";0;0;""
"C174AErr\Err4";"$System";"Нажата кнопка экстренного останова";No;No;0;No;Off;"";"";On;1;"Цн 174(Мн): Нажата кнопка экстренного останова";0;0;""
"C174AErr\Err7";"$System";"перегрузка";No;No;0;No;Off;"";"";On;1;"";0;0;""
"C174AErr\Err8";"$System";"недостаточное давление масла";No;No;0;No;Off;"";"";On;1;"";0;0;""
